,5,current_interest_rate,loan_age,16,17,18,24,33,40,41,zero_balance_code,44,45,48,50,51,52,53,54,55,56,57,58,62,63,72,73,79,101,104,105
5,1.0,1.0,1.0,1.0,0.22628400510421912,1.0,-0.010197338917923487,-0.05594134358419563,0.009434432486103293,1.0,-1.0,-1.0,-1.0,-0.16250383831488982,-0.7735686705546311,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.02358105271461296,0.005143408713794087,-0.05594134358419563,1.0,0.005143408713794087,-0.12637973295550098,-1.0,-0.12637973295550098
current_interest_rate,1.0,1.0,1.0,1.0,0.22628400510421912,1.0,-0.010197338917923487,-0.05594134358419563,0.009434432486103293,1.0,-1.0,-1.0,-1.0,-0.16250383831488982,-0.7735686705546311,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.02358105271461296,0.005143408713794087,-0.05594134358419563,1.0,0.005143408713794087,-0.12637973295550098,-1.0,-0.12637973295550098
loan_age,1.0,1.0,1.0,1.0,0.22628400510421912,1.0,-0.010197338917923487,-0.05594134358419563,0.009434432486103293,1.0,-1.0,-1.0,-1.0,-0.16250383831488982,-0.7735686705546311,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.02358105271461296,0.005143408713794087,-0.05594134358419563,1.0,0.005143408713794087,-0.12637973295550098,-1.0,-0.12637973295550098
16,1.0,1.0,1.0,1.0,0.22628400510421912,1.0,-0.010197338917923487,-0.05594134358419563,0.009434432486103293,1.0,-1.0,-1.0,-1.0,-0.16250383831488982,-0.7735686705546311,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.02358105271461296,0.005143408713794087,-0.05594134358419563,1.0,0.005143408713794087,-0.12637973295550098,-1.0,-0.12637973295550098
17,0.22628400510421912,0.22628400510421912,0.22628400510421912,0.22628400510421912,1.0,0.22628400510421912,-0.1513996709404355,0.06387288964260429,-0.06713991803446563,0.22628400510421912,-0.22628400510421914,-0.22628400510421914,-0.22628400510421914,-0.09500672333891477,-0.17504621699624878,-0.10092921078163963,-0.10092921078163963,-0.10092921078163963,-0.10092921078163963,-0.10092921078163963,-0.10092921078163963,-0.10092921078163963,-0.10092921078163963,-0.9738383495258313,-0.1750462169962483,0.06387288964260429,0.22628400510421912,-0.1750462169962483,-0.09469287770705398,-0.22628400510421914,-0.09469287770705398
18,1.0,1.0,1.0,1.0,0.22628400510421912,1.0,-0.010197338917923487,-0.05594134358419563,0.009434432486103293,1.0,-1.0,-1.0,-1.0,-0.16250383831488982,-0.7735686705546311,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.02358105271461296,0.005143408713794087,-0.05594134358419563,1.0,0.005143408713794087,-0.12637973295550098,-1.0,-0.12637973295550098
24,-0.010197338917923487,-0.010197338917923487,-0.010197338917923487,-0.010197338917923487,-0.1513996709404355,-0.010197338917923487,1.0,-0.24790799649628714,-0.03194303602474291,-0.010197338917923482,0.010197338917922433,0.010197338917922433,0.010197338917922433,-0.021135715767491514,-0.025848803998650787,-0.03921952095430389,-0.03921952095430389,-0.03921952095430389,-0.03921952095430389,-0.03921952095430389,-0.03921952095430389,-0.03921952095430389,-0.03921952095430389,0.15582133065853104,-0.06802023638438078,-0.24790799649628714,-0.010197338917923482,-0.06802023638438078,-0.020239934902526163,0.010197338917922433,-0.020239934902526163
33,-0.05594134358419563,-0.05594134358419563,-0.05594134358419563,-0.05594134358419563,0.06387288964260429,-0.05594134358419563,-0.24790799649628714,1.0,-0.026599106737197634,-0.05594134358419562,0.0559413435841955,0.0559413435841955,0.0559413435841955,-0.022209855931769978,0.08179154825119025,-0.0083611584819742,-0.0083611584819742,-0.0083611584819742,-0.0083611584819742,-0.0083611584819742,-0.0083611584819742,-0.0083611584819742,-0.0083611584819742,-0.08067453131905569,-0.014501145413119247,1.0,-0.05594134358419562,-0.014501145413119247,-0.027916070212378446,0.0559413435841955,-0.027916070212378446
40,0.009434432486103293,0.009434432486103293,0.009434432486103293,0.009434432486103293,-0.06713991803446563,0.009434432486103293,-0.03194303602474291,-0.026599106737197634,1.0,0.009434432486103293,-0.009434432486103738,-0.009434432486103738,-0.009434432486103738,0.7141046191034788,-0.007298181395712386,-0.004208029748087885,-0.004208029748087885,-0.004208029748087885,-0.004208029748087885,-0.004208029748087885,-0.004208029748087885,-0.004208029748087885,-0.004208029748087885,0.07049116455926048,0.5451741502597177,-0.026599106737197613,0.009434432486103293,0.5451741502597177,0.9528241810124851,-0.009434432486103738,0.9528241810124851
41,1.0,1.0,1.0,1.0,0.22628400510421912,1.0,-0.010197338917923482,-0.05594134358419562,0.009434432486103293,1.0,-1.0,-1.0,-1.0,-0.16250383831488982,-0.7735686705546311,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.02358105271461296,0.005143408713794087,-0.05594134358419563,1.0,0.005143408713794087,-0.12637973295550098,-1.0,-0.12637973295550098
zero_balance_code,-1.0,-1.0,-1.0,-1.0,-0.22628400510421914,-1.0,0.010197338917922433,0.0559413435841955,-0.009434432486103738,-1.0,1.0,1.0,1.0,0.16250383831488957,0.773568670554631,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.023581052714613075,-0.00514340871379464,0.05594134358419554,-1.0,-0.00514340871379464,0.12637973295550053,1.0,0.12637973295550053
44,-1.0,-1.0,-1.0,-1.0,-0.22628400510421914,-1.0,0.010197338917922433,0.0559413435841955,-0.009434432486103738,-1.0,1.0,1.0,1.0,0.16250383831488957,0.773568670554631,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.023581052714613075,-0.00514340871379464,0.05594134358419554,-1.0,-0.00514340871379464,0.12637973295550053,1.0,0.12637973295550053
45,-1.0,-1.0,-1.0,-1.0,-0.22628400510421914,-1.0,0.010197338917922433,0.0559413435841955,-0.009434432486103738,-1.0,1.0,1.0,1.0,0.16250383831488957,0.773568670554631,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.4460289216427543,0.023581052714613075,-0.00514340871379464,0.05594134358419554,-1.0,-0.00514340871379464,0.12637973295550053,1.0,0.12637973295550053
48,-0.16250383831488982,-0.16250383831488982,-0.16250383831488982,-0.16250383831488982,-0.09500672333891477,-0.16250383831488982,-0.021135715767491514,-0.022209855931769978,0.7141046191034788,-0.16250383831488982,0.16250383831488957,0.16250383831488957,0.16250383831488957,1.0,-0.006093872210228037,-0.003513641844631401,-0.003513641844631401,-0.003513641844631401,-0.003513641844631401,-0.003513641844631401,-0.003513641844631401,-0.003513641844631401,-0.003513641844631401,0.054441865413056824,0.43324529570811254,-0.02220985593176995,-0.16250383831488985,0.43324529570811254,0.7955939271825152,0.16250383831488957,0.7955939271825152
50,-0.7735686705546311,-0.7735686705546311,-0.7735686705546311,-0.7735686705546311,-0.17504621699624878,-0.7735686705546311,-0.025848803998650787,0.08179154825119025,-0.007298181395712386,-0.7735686705546311,0.773568670554631,0.773568670554631,0.773568670554631,-0.006093872210228037,1.0,0.5765860726016241,0.5765860726016241,0.5765860726016241,0.5765860726016241,0.5765860726016241,0.5765860726016241,0.5765860726016241,0.5765860726016241,0.045159426452976645,-0.003978779840848543,0.08179154825119028,-0.7735686705546311,-0.003978779840848543,-0.007659525798303117,0.773568670554631,-0.007659525798303117
51,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.10092921078163963,-0.44602892164275443,-0.03921952095430389,-0.0083611584819742,-0.004208029748087885,-0.44602892164275443,0.4460289216427543,0.4460289216427543,0.4460289216427543,-0.003513641844631401,0.5765860726016241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012762865725444541,-0.0022941090421816257,-0.008361158481974149,-0.44602892164275443,-0.0022941090421816257,-0.004416375898034308,0.44602892164275443,-0.004416375898034308
52,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.10092921078163963,-0.44602892164275443,-0.03921952095430389,-0.0083611584819742,-0.004208029748087885,-0.44602892164275443,0.4460289216427543,0.4460289216427543,0.4460289216427543,-0.003513641844631401,0.5765860726016241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012762865725444541,-0.0022941090421816257,-0.008361158481974149,-0.44602892164275443,-0.0022941090421816257,-0.004416375898034308,0.44602892164275443,-0.004416375898034308
53,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.10092921078163963,-0.44602892164275443,-0.03921952095430389,-0.0083611584819742,-0.004208029748087885,-0.44602892164275443,0.4460289216427543,0.4460289216427543,0.4460289216427543,-0.003513641844631401,0.5765860726016241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012762865725444541,-0.0022941090421816257,-0.008361158481974149,-0.44602892164275443,-0.0022941090421816257,-0.004416375898034308,0.44602892164275443,-0.004416375898034308
54,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.10092921078163963,-0.44602892164275443,-0.03921952095430389,-0.0083611584819742,-0.004208029748087885,-0.44602892164275443,0.4460289216427543,0.4460289216427543,0.4460289216427543,-0.003513641844631401,0.5765860726016241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012762865725444541,-0.0022941090421816257,-0.008361158481974149,-0.44602892164275443,-0.0022941090421816257,-0.004416375898034308,0.44602892164275443,-0.004416375898034308
55,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.10092921078163963,-0.44602892164275443,-0.03921952095430389,-0.0083611584819742,-0.004208029748087885,-0.44602892164275443,0.4460289216427543,0.4460289216427543,0.4460289216427543,-0.003513641844631401,0.5765860726016241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012762865725444541,-0.0022941090421816257,-0.008361158481974149,-0.44602892164275443,-0.0022941090421816257,-0.004416375898034308,0.44602892164275443,-0.004416375898034308
56,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.10092921078163963,-0.44602892164275443,-0.03921952095430389,-0.0083611584819742,-0.004208029748087885,-0.44602892164275443,0.4460289216427543,0.4460289216427543,0.4460289216427543,-0.003513641844631401,0.5765860726016241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012762865725444541,-0.0022941090421816257,-0.008361158481974149,-0.44602892164275443,-0.0022941090421816257,-0.004416375898034308,0.44602892164275443,-0.004416375898034308
57,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.10092921078163963,-0.44602892164275443,-0.03921952095430389,-0.0083611584819742,-0.004208029748087885,-0.44602892164275443,0.4460289216427543,0.4460289216427543,0.4460289216427543,-0.003513641844631401,0.5765860726016241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012762865725444541,-0.0022941090421816257,-0.008361158481974149,-0.44602892164275443,-0.0022941090421816257,-0.004416375898034308,0.44602892164275443,-0.004416375898034308
58,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.10092921078163963,-0.44602892164275443,-0.03921952095430389,-0.0083611584819742,-0.004208029748087885,-0.44602892164275443,0.4460289216427543,0.4460289216427543,0.4460289216427543,-0.003513641844631401,0.5765860726016241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.012762865725444541,-0.0022941090421816257,-0.008361158481974149,-0.44602892164275443,-0.0022941090421816257,-0.004416375898034308,0.44602892164275443,-0.004416375898034308
62,-0.02358105271461296,-0.02358105271461296,-0.02358105271461296,-0.02358105271461296,-0.9738383495258313,-0.02358105271461296,0.15582133065853104,-0.08067453131905569,0.07049116455926048,-0.02358105271461296,0.023581052714613075,0.023581052714613075,0.023581052714613075,0.054441865413056824,0.045159426452976645,-0.012762865725444541,-0.012762865725444541,-0.012762865725444541,-0.012762865725444541,-0.012762865725444541,-0.012762865725444541,-0.012762865725444541,-0.012762865725444541,1.0,0.17974874072424796,-0.08067453131905565,-0.023581052714612964,0.17974874072424796,0.06338186574341216,0.023581052714613034,0.06338186574341216
63,0.005143408713794087,0.005143408713794087,0.005143408713794087,0.005143408713794087,-0.1750462169962483,0.005143408713794087,-0.06802023638438078,-0.014501145413119247,0.5451741502597177,0.005143408713794087,-0.00514340871379464,-0.00514340871379464,-0.00514340871379464,0.43324529570811254,-0.003978779840848543,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,0.17974874072424796,1.0,-0.014501145413119245,0.005143408713794087,1.0,0.5194551132303935,-0.005143408713794657,0.5194551132303935
72,-0.05594134358419563,-0.05594134358419563,-0.05594134358419563,-0.05594134358419563,0.06387288964260429,-0.05594134358419563,-0.24790799649628714,1.0,-0.026599106737197613,-0.05594134358419563,0.05594134358419554,0.05594134358419554,0.05594134358419554,-0.02220985593176995,0.08179154825119028,-0.008361158481974149,-0.008361158481974149,-0.008361158481974149,-0.008361158481974149,-0.008361158481974149,-0.008361158481974149,-0.008361158481974149,-0.008361158481974149,-0.08067453131905565,-0.014501145413119245,1.0,-0.05594134358419562,-0.014501145413119247,-0.027916070212378446,0.0559413435841955,-0.027916070212378446
73,1.0,1.0,1.0,1.0,0.22628400510421912,1.0,-0.010197338917923482,-0.05594134358419562,0.009434432486103293,1.0,-1.0,-1.0,-1.0,-0.16250383831488985,-0.7735686705546311,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.44602892164275443,-0.023581052714612964,0.005143408713794087,-0.05594134358419562,1.0,0.005143408713794087,-0.12637973295550098,-1.0,-0.12637973295550098
79,0.005143408713794087,0.005143408713794087,0.005143408713794087,0.005143408713794087,-0.1750462169962483,0.005143408713794087,-0.06802023638438078,-0.014501145413119247,0.5451741502597177,0.005143408713794087,-0.00514340871379464,-0.00514340871379464,-0.00514340871379464,0.43324529570811254,-0.003978779840848543,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,-0.0022941090421816257,0.17974874072424796,1.0,-0.014501145413119247,0.005143408713794087,1.0,0.5194551132303935,-0.005143408713794657,0.5194551132303935
101,-0.12637973295550098,-0.12637973295550098,-0.12637973295550098,-0.12637973295550098,-0.09469287770705398,-0.12637973295550098,-0.020239934902526163,-0.027916070212378446,0.9528241810124851,-0.12637973295550098,0.12637973295550053,0.12637973295550053,0.12637973295550053,0.7955939271825152,-0.007659525798303117,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,0.06338186574341216,0.5194551132303935,-0.027916070212378446,-0.12637973295550098,0.5194551132303935,1.0,0.12637973295550053,1.0
104,-1.0,-1.0,-1.0,-1.0,-0.22628400510421914,-1.0,0.010197338917922433,0.0559413435841955,-0.009434432486103738,-1.0,1.0,1.0,1.0,0.16250383831488957,0.773568670554631,0.44602892164275443,0.44602892164275443,0.44602892164275443,0.44602892164275443,0.44602892164275443,0.44602892164275443,0.44602892164275443,0.44602892164275443,0.023581052714613034,-0.005143408713794657,0.0559413435841955,-1.0,-0.005143408713794657,0.12637973295550053,1.0,0.12637973295550053
105,-0.12637973295550098,-0.12637973295550098,-0.12637973295550098,-0.12637973295550098,-0.09469287770705398,-0.12637973295550098,-0.020239934902526163,-0.027916070212378446,0.9528241810124851,-0.12637973295550098,0.12637973295550053,0.12637973295550053,0.12637973295550053,0.7955939271825152,-0.007659525798303117,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,-0.004416375898034308,0.06338186574341216,0.5194551132303935,-0.027916070212378446,-0.12637973295550098,0.5194551132303935,1.0,0.12637973295550053,1.0
